gamma,net_flow,lower_cube_flow_out,upper_cube_flow_in,upper_cube_flow_out,upper_cube_flow,gamma_opt,gamma_a_opt,gamma_R_opt
0.0012648552168552,5.000000019713799e-06,4.069572861078464e-06,-1.907916797498087e-05,2.0879144342057435e-05,1.7999763670765322e-06,0.0012648552168552,2.8128770096509315e-08,3.397690036381224e-07
0.0022229964825261,4.999999997482718e-06,4.065791370001228e-06,-1.809494473487022e-05,1.972761162112983e-05,1.6326668862597227e-06,0.0022229964825261,3.747632418223526e-08,3.3900247963228256e-07
0.0039069399370546,4.999999965982489e-06,4.037868052854312e-06,-1.2828754768179376e-05,1.3980389899498652e-05,1.1516351313192098e-06,0.0039069399370546,3.7835200783531256e-08,3.361881317943381e-07
0.0068664884500429,4.999999998731815e-06,4.024851766553118e-06,-7.218828539179267e-06,7.903363771052686e-06,6.845352318734043e-07,0.0068664884500429,3.0428842000766e-08,3.3361208545595574e-07
0.0120679264063932,5.000000015503068e-06,4.0145462882434615e-06,-7.363108946435929e-06,8.07125856736889e-06,7.081496209329954e-07,0.0120679264063932,4.4011966269387096e-08,3.33028811813492e-07
0.0212095088792019,4.9999999849828025e-06,4.020309589025671e-06,-4.12194826210148e-06,4.565813377735456e-06,4.43865115633979e-07,0.0212095088792019,3.48712667741162e-08,3.319583667803778e-07
0.0372759372031493,5.000000001914598e-06,4.019622026756815e-06,-3.189152511564268e-06,3.558965663881064e-06,3.698131523167915e-07,0.0372759372031493,3.8022401919311275e-08,3.315104466557688e-07
0.0655128556859549,5.00000005621588e-06,3.991770727831652e-06,-4.394486093840126e-06,4.892970493564536e-06,4.984843997244145e-07,0.0655128556859549,7.595933426428838e-08,3.307734267794203e-07
0.1151395399326448,5.000000024188078e-06,3.970354673451871e-06,-4.780689193693786e-06,5.332916090995731e-06,5.522268973019326e-07,0.1151395399326448,1.1860915945025895e-07,3.29608461821267e-07
0.2023589647725155,5.000000008212717e-06,3.962625437159444e-06,-3.775690498779433e-06,4.23759515052013e-06,4.619046517406919e-07,0.2023589647725155,1.3119806109850058e-07,3.28917128675574e-07
0.3556480306223121,4.999999996503103e-06,3.975654581698974e-06,-5.185978476269611e-06,5.819562671849341e-06,6.335841955797734e-07,0.3556480306223121,2.512061160595138e-07,3.255484184859452e-07
0.6250551925273976,4.999999986799491e-06,3.960741771082172e-06,-3.925567120381593e-06,4.433714860908653e-06,5.081477405270695e-07,0.6250551925273976,2.452213374080392e-07,3.253010308157399e-07
1.0985411419875573,5.000000004118125e-06,3.949096329813327e-06,-3.1219926039950484e-06,3.541937538853476e-06,4.199449348584488e-07,1.0985411419875573,2.3163290320574093e-07,3.254536601439115e-07
1.9306977288832456,5.000000020074594e-06,3.945491897337597e-06,-2.822187230029197e-06,3.204272988655009e-06,3.820857586257972e-07,1.9306977288832456,2.319846487803702e-07,3.253074316758236e-07
3.39322177189533,4.999999997744145e-06,3.941492755648789e-06,-2.6016205986425124e-06,2.9514249115343872e-06,3.498043128918702e-07,3.39322177189533,2.237065873444117e-07,3.254742929453224e-07
5.963623316594637,4.999999998986728e-06,3.9407619629996966e-06,-2.565687386094687e-06,2.9057501038940485e-06,3.400627177993654e-07,5.963623316594637,2.2616543611120418e-07,3.253478474006054e-07
10.481131341546831,4.999999987241504e-06,3.937976215382249e-06,-2.3913761214609877e-06,2.7070165990336186e-06,3.156404775726431e-07,10.481131341546831,2.1054570974840865e-07,3.257966657524307e-07
18.420699693267164,5.000000000333188e-06,3.944276544617004e-06,-2.698616468046031e-06,3.0480021694461064e-06,3.493857014000828e-07,18.42069969326716,2.454342390476321e-07,3.247015695992572e-07
32.3745754281764,5.000000004782574e-06,3.943852867733753e-06,-2.685871904392952e-06,3.032171368484058e-06,3.462994640911176e-07,32.374575428176406,2.449718623209152e-07,3.247029255499405e-07
56.89866029018282,5.000000006127318e-06,3.947578498082107e-06,-2.792699034351058e-06,3.1504561254879263e-06,3.577570911368708e-07,56.8986602901828,2.571546582450376e-07,3.243199391740855e-07
100.0,5.000000002793668e-06,3.940082961295032e-06,-2.5511815816982315e-06,2.8803790368407668e-06,3.2919745514252885e-07,100.00000000000004,2.309982831660811e-07,3.251225642477102e-07
