gamma,net_flow,lower_cube_flow_out,upper_cube_flow_in,upper_cube_flow_out,upper_cube_flow,gamma_opt,gamma_a_opt,gamma_R_opt
0.6250551925273976,4.99999998706679e-06,2.0566976028263443e-06,-2.9267775449806545e-06,3.466428694253217e-06,5.39651149272561e-07,0.6250551925273976,2.726947854889273e-07,3.202203181499235e-07
1.0985411419875573,5.000000028310144e-06,2.0536365020330074e-06,-1.8680085949715127e-06,2.2643378960172726e-06,3.9632930104575763e-07,1.0985411419875573,2.2725833350036118e-07,3.233400734496016e-07
1.9306977288832456,4.999999894928477e-06,2.056017836385776e-06,-1.6020274950401445e-06,1.9659715811264515e-06,3.639440860863059e-07,1.9306977288832456,2.3029208498275658e-07,3.236409265948342e-07
3.39322177189533,5.000000004599895e-06,2.055753039423433e-06,-1.3689805517522891e-06,1.691644445207492e-06,3.226638934552051e-07,3.39322177189533,2.12958310505257e-07,3.246606924174015e-07
5.963623316594637,5.0000000301541565e-06,2.0564726435230497e-06,-1.3208530908788136e-06,1.6347797450032686e-06,3.1392665412445444e-07,5.963623316594637,2.1488905631399573e-07,3.2469208215080285e-07
10.481131341546831,5.000000013059452e-06,2.0613597689100637e-06,-1.4939910937741017e-06,1.8443899883470995e-06,3.503988945729964e-07,10.481131341546831,2.5406208820301124e-07,3.2301623017839035e-07
18.420699693267164,5.000000023265579e-06,2.0581796785296283e-06,-1.3452687113371369e-06,1.6638778037079678e-06,3.1860909237082955e-07,18.42069969326716,2.284410753695537e-07,3.241923477312498e-07
32.3745754281764,5.000000022931889e-06,2.058778952694818e-06,-1.3570505840163969e-06,1.6778172281741098e-06,3.207666441577094e-07,32.374575428176406,2.3251121186038275e-07,3.240367359045797e-07
56.89866029018282,5.000000013138002e-06,2.059245128255933e-06,-1.3661711588696281e-06,1.6886503779203698e-06,3.224792190507399e-07,56.8986602901828,2.3530065472069516e-07,3.239313281049644e-07
100.0,5.000000000783542e-06,2.0610028960356666e-06,-1.4232736354072079e-06,1.7576707965561911e-06,3.343971611489878e-07,100.00000000000004,2.472731815626058e-07,3.2341754942043896e-07
