gamma,net_flow,lower_cube_flow_out,upper_cube_flow_in,upper_cube_flow_out,upper_cube_flow,gamma_opt,gamma_a_opt,gamma_R_opt
7.906043210907702e-06,5.000000001506708e-06,3.1824010340136105e-06,-8.965720715294332e-05,0.00011085661843626899,2.119941128332571e-05,7.906043210907702e-06,9.174239972998675e-08,1.207829805934724e-07
1.389495494373136e-05,5.0000000088943664e-06,3.189752858502458e-06,-0.00012634618339144455,0.00015516264882185502,2.8816465430410877e-05,1.3894954943731364e-05,1.470560550081895e-07,7.737074708153446e-08
2.4420530945486497e-05,4.999999990203531e-06,2.7696829963681024e-06,-0.00013332932218828108,0.00016270671921922008,2.9377397030938976e-05,2.442053094548651e-05,1.531986473575037e-07,7.000827460302234e-08
4.291934260128778e-05,5.0000000172475885e-06,2.384656505265166e-06,-0.00013491632247609827,0.00016340995676753802,2.8493634291439803e-05,4.291934260128781e-05,1.5268529425076906e-07,6.299277158469965e-08
7.543120063354608e-05,5.000000031413276e-06,2.0700364150463985e-06,-0.00012418917332267514,0.00014919298342828247,2.500381010560736e-05,7.543120063354601e-05,1.3907299410679256e-07,7.259981272078988e-08
0.00013257113655901082,5.000000003228514e-06,1.8421372703071433e-06,-9.555603036149014e-05,0.00011382430014097719,1.8268269779487177e-05,0.00013257113655901074,1.074648874221404e-07,1.1831431743587967e-07
0.00023299518105153718,4.9999999943708736e-06,1.698254827462594e-06,-0.00011718975302797408,0.00013827686076316116,2.108710773518711e-05,0.00023299518105153705,1.515341922505212e-07,5.760129808923805e-08
0.00040949150623804275,5.00000000495998e-06,1.6241347157574589e-06,-9.41780711603784e-05,0.00011024709024812552,1.606901908774726e-05,0.0004094915062380429,1.366749532853149e-07,9.584649805067088e-08
0.0007196856730011514,5.000000020998269e-06,1.6050939550258255e-06,-8.14438207826962e-05,9.468611348195369e-05,1.3242292699257553e-05,0.0007196856730011513,1.4163853649288048e-07,1.1540952196539432e-07
0.0012648552168552957,5.000000000709698e-06,1.6100431949085746e-06,-9.528342266958938e-05,0.00011006842102386247,1.4784998354273217e-05,0.001264855216855296,2.1164377638060726e-07,7.09620531266028e-08
