gamma,net_flow,lower_cube_flow_out,upper_cube_flow_in,upper_cube_flow_out,upper_cube_flow,gamma_opt,gamma_a_opt,gamma_R_opt
2.1544346900318823e-05,7.654665281146284e-05,1.7566475996702273e-05,-3.984032837115068e-06,4.686233306289391e-06,7.022004691743144e-07,2.1544346900318816e-05,6.208592616247643e-29,0.2970784119819923
0.00046415888336127724,0.00012852821154453353,2.3393787674470483e-05,-3.245448578219195e-06,3.873321991824779e-06,6.278734136055834e-07,0.00046415888336127714,6.934507544640871e-23,0.3337624694292166
0.01,0.00015661794878059154,2.4025082704699366e-05,-3.1912197772723813e-06,3.824769131927781e-06,6.335493546553962e-07,0.010000000000000004,6.934507544640871e-23,0.3337624694292166
