gamma,net_flow,lower_cube_flow_out,upper_cube_flow_in,upper_cube_flow_out,upper_cube_flow,gamma_opt,gamma_a_opt,gamma_R_opt
0.6250551925273976,5.000000017900563e-06,1.7197025492954797e-06,-2.1522150260250967e-06,2.2469682818402e-06,9.475325581510093e-08,0.6250551925273976,2.1405839462355325e-07,3.1361097848102e-07
1.0985411419875573,4.999999986796993e-06,1.787275362614211e-06,-8.205638888888078e-07,8.870033552081512e-07,6.643946631934537e-08,1.0985411419875573,1.0951348571161957e-07,3.252156325014502e-07
1.9306977288832456,5.00000001324799e-06,1.7418805951399714e-06,-1.3033585802577366e-06,1.3963458912196102e-06,9.298731096187349e-08,1.9306977288832456,2.3796673953132893e-07,3.175794147567718e-07
3.39322177189533,4.999999993667814e-06,1.7827842583940685e-06,-6.826141029354147e-07,7.55552076376831e-07,7.29379734414167e-08,3.39322177189533,1.403575133250676e-07,3.255596964465511e-07
5.963623316594637,4.999999961925023e-06,1.752776727558596e-06,-1.0195146209345942e-06,1.114762016678945e-06,9.52473957443529e-08,5.963623316594637,2.492586683803697e-07,3.195136664844703e-07
10.481131341546831,5.00000003677165e-06,1.754672310652124e-06,-9.95646982780596e-07,1.09281557401164e-06,9.716859123104413e-08,10.481131341546831,2.590993893445084e-07,3.195716077418349e-07
18.420699693267164,4.9999999978733065e-06,1.760018217334054e-06,-8.779851116789809e-07,9.697238276638237e-07,9.173871598484379e-08,18.42069969326716,2.3298913243015107e-07,3.215161981402645e-07
32.3745754281764,4.9999999982986034e-06,1.760841741863901e-06,-8.677468917084708e-07,9.595204754371452e-07,9.177358372867339e-08,32.374575428176406,2.3463215061337337e-07,3.216430434408824e-07
56.89866029018282,4.999999994924434e-06,1.7662949720996476e-06,-7.812429443572037e-07,8.678211153149765e-07,8.657817095777307e-08,56.8986602901828,2.09724702070056e-07,3.232283307530471e-07
100.0,4.999999885712918e-06,1.7660904177331013e-06,-7.85058067581914e-07,8.718499721219689e-07,8.679190454005465e-08,100.00000000000004,2.122191202873399e-07,3.231560535555074e-07
